object_index	radial_sample_count	normal_x	normal_y	normal_z	distance
1	128	0.270594858	0.909801714	0.314705043	0.000000000
2	128	0.270594858	0.909801714	0.314705043	0.000000000
3	128	0.270594858	0.909801714	0.314705043	0.000000000
4	128	0.270594858	0.909801714	0.314705043	0.000000000
5	128	0.270594858	0.909801714	0.314705043	0.000000000
6	128	0.270594858	0.909801714	0.314705043	0.000000000
7	128	0.270594858	0.909801714	0.314705043	0.000000000
8	128	0.270594858	0.909801714	0.314705043	0.000000000
9	128	0.270594858	0.909801714	0.314705043	0.000000000
10	128	0.270594858	0.909801714	0.314705043	0.000000000
11	128	0.270594858	0.909801714	0.314705043	0.000000000
12	128	0.270594858	0.909801714	0.314705043	0.000000000
13	128	0.270594858	0.909801714	0.314705043	0.000000000
14	128	0.270594858	0.909801714	0.314705043	0.000000000
15	128	0.270594858	0.909801714	0.314705043	0.000000000
0	128	0.285279698	0.904906767	0.315846856	0.000000000
1	128	0.285279698	0.904906767	0.315846856	0.000000000
2	128	0.285279698	0.904906767	0.315846856	0.000000000
3	128	0.285279698	0.904906767	0.315846856	0.000000000
4	128	0.285279698	0.904906767	0.315846856	0.000000000
5	128	0.285279698	0.904906767	0.315846856	0.000000000
6	128	0.285279698	0.904906767	0.315846856	0.000000000
7	128	0.285279698	0.904906767	0.315846856	0.000000000
8	128	0.285279698	0.904906767	0.315846856	0.000000000
9	128	0.285279698	0.904906767	0.315846856	0.000000000
10	128	0.285279698	0.904906767	0.315846856	0.000000000
11	128	0.285279698	0.904906767	0.315846856	0.000000000
12	128	0.285279698	0.904906767	0.315846856	0.000000000
13	128	0.285279698	0.904906767	0.315846856	0.000000000
14	128	0.285279698	0.904906767	0.315846856	0.000000000
15	128	0.285279698	0.904906767	0.315846856	0.000000000
0	128	0.300000000	0.900000000	0.316227766	0.000000000
1	128	0.300000000	0.900000000	0.316227766	0.000000000
2	128	0.300000000	0.900000000	0.316227766	0.000000000
3	128	0.300000000	0.900000000	0.316227766	0.000000000
4	128	0.300000000	0.900000000	0.316227766	0.000000000
5	128	0.300000000	0.900000000	0.316227766	0.000000000
6	128	0.300000000	0.900000000	0.316227766	0.000000000
7	128	0.300000000	0.900000000	0.316227766	0.000000000
8	128	0.300000000	0.900000000	0.316227766	0.000000000
9	128	0.300000000	0.900000000	0.316227766	0.000000000
10	128	0.300000000	0.900000000	0.316227766	0.000000000
11	128	0.300000000	0.900000000	0.316227766	0.000000000
12	128	0.300000000	0.900000000	0.316227766	0.000000000
13	128	0.300000000	0.900000000	0.316227766	0.000000000
14	128	0.300000000	0.900000000	0.316227766	0.000000000
15	128	0.300000000	0.900000000	0.316227766	0.000000000
0	128	0.314720302	0.895093233	0.315846856	0.000000000
1	128	0.314720302	0.895093233	0.315846856	0.000000000
2	128	0.314720302	0.895093233	0.315846856	0.000000000
3	128	0.314720302	0.895093233	0.315846856	0.000000000
4	128	0.314720302	0.895093233	0.315846856	0.000000000
5	128	0.314720302	0.895093233	0.315846856	0.000000000
6	128	0.314720302	0.895093233	0.315846856	0.000000000
7	128	0.314720302	0.895093233	0.315846856	0.000000000
8	128	0.314720302	0.895093233	0.315846856	0.000000000
9	128	0.314720302	0.895093233	0.315846856	0.000000000
10	128	0.314720302	0.895093233	0.315846856	0.000000000
11	128	0.314720302	0.895093233	0.315846856	0.000000000
12	128	0.314720302	0.895093233	0.315846856	0.000000000
13	128	0.314720302	0.895093233	0.315846856	0.000000000
14	128	0.314720302	0.895093233	0.315846856	0.000000000
15	128	0.314720302	0.895093233	0.315846856	0.000000000
0	128	0.329405142	0.890198286	0.314705043	0.000000000
1	128	0.329405142	0.890198286	0.314705043	0.000000000
2	128	0.329405142	0.890198286	0.314705043	0.000000000
3	128	0.329405142	0.890198286	0.314705043	0.000000000
4	128	0.329405142	0.890198286	0.314705043	0.000000000
5	128	0.329405142	0.890198286	0.314705043	0.000000000
6	128	0.329405142	0.890198286	0.314705043	0.000000000
7	128	0.329405142	0.890198286	0.314705043	0.000000000
8	128	0.329405142	0.890198286	0.314705043	0.000000000
9	128	0.329405142	0.890198286	0.314705043	0.000000000
10	128	0.329405142	0.890198286	0.314705043	0.000000000
11	128	0.329405142	0.890198286	0.314705043	0.000000000
12	128	0.329405142	0.890198286	0.314705043	0.000000000
13	128	0.329405142	0.890198286	0.314705043	0.000000000
14	128	0.329405142	0.890198286	0.314705043	0.000000000
15	128	0.329405142	0.890198286	0.314705043	0.000000000
0	128	0.344019142	0.885326953	0.312805078	0.000000000
1	128	0.344019142	0.885326953	0.312805078	0.000000000
2	128	0.344019142	0.885326953	0.312805078	0.000000000
3	128	0.344019142	0.885326953	0.312805078	0.000000000
4	128	0.344019142	0.885326953	0.312805078	0.000000000
5	128	0.344019142	0.885326953	0.312805078	0.000000000
6	128	0.344019142	0.885326953	0.312805078	0.000000000
7	128	0.344019142	0.885326953	0.312805078	0.000000000
8	128	0.344019142	0.885326953	0.312805078	0.000000000
9	128	0.344019142	0.885326953	0.312805078	0.000000000
10	128	0.344019142	0.885326953	0.312805078	0.000000000
11	128	0.344019142	0.885326953	0.312805078	0.000000000
12	128	0.344019142	0.885326953	0.312805078	0.000000000
13	128	0.344019142	0.885326953	0.312805078	0.000000000
14	128	0.344019142	0.885326953	0.312805078	0.000000000
15	128	0.344019142	0.885326953	0.312805078	0.000000000
0	128	0.358527097	0.880490968	0.310151538	0.000000000
1	128	0.358527097	0.880490968	0.310151538	0.000000000
2	128	0.358527097	0.880490968	0.310151538	0.000000000
3	128	0.358527097	0.880490968	0.310151538	0.000000000
4	128	0.358527097	0.880490968	0.310151538	0.000000000
5	128	0.358527097	0.880490968	0.310151538	0.000000000
6	128	0.358527097	0.880490968	0.310151538	0.000000000
7	128	0.358527097	0.880490968	0.310151538	0.000000000
8	128	0.358527097	0.880490968	0.310151538	0.000000000
9	128	0.358527097	0.880490968	0.310151538	0.000000000
10	128	0.358527097	0.880490968	0.310151538	0.000000000
11	128	0.358527097	0.880490968	0.310151538	0.000000000
12	128	0.358527097	0.880490968	0.310151538	0.000000000
13	128	0.358527097	0.880490968	0.310151538	0.000000000
14	128	0.358527097	0.880490968	0.310151538	0.000000000
15	128	0.358527097	0.880490968	0.310151538	0.000000000
0	128	0.372894054	0.875701982	0.306750816	0.000000000
1	128	0.372894054	0.875701982	0.306750816	0.000000000
2	128	0.372894054	0.875701982	0.306750816	0.000000000
3	128	0.372894054	0.875701982	0.306750816	0.000000000
4	128	0.372894054	0.875701982	0.306750816	0.000000000
5	128	0.372894054	0.875701982	0.306750816	0.000000000
6	128	0.372894054	0.875701982	0.306750816	0.000000000
7	128	0.372894054	0.875701982	0.306750816	0.000000000
8	128	0.372894054	0.875701982	0.306750816	0.000000000
9	128	0.372894054	0.875701982	0.306750816	0.000000000
10	128	0.372894054	0.875701982	0.306750816	0.000000000
11	128	0.372894054	0.875701982	0.306750816	0.000000000
12	128	0.372894054	0.875701982	0.306750816	0.000000000
13	128	0.372894054	0.875701982	0.306750816	0.000000000
14	128	0.372894054	0.875701982	0.306750816	0.000000000
15	128	0.372894054	0.875701982	0.306750816	0.000000000
0	128	0.387085403	0.870971532	0.302611105	0.000000000
1	128	0.387085403	0.870971532	0.302611105	0.000000000
2	128	0.387085403	0.870971532	0.302611105	0.000000000
3	128	0.387085403	0.870971532	0.302611105	0.000000000
4	128	0.387085403	0.870971532	0.302611105	0.000000000
5	128	0.387085403	0.870971532	0.302611105	0.000000000
6	128	0.387085403	0.870971532	0.302611105	0.000000000
7	128	0.387085403	0.870971532	0.302611105	0.000000000
8	128	0.387085403	0.870971532	0.302611105	0.000000000
9	128	0.387085403	0.870971532	0.302611105	0.000000000
10	128	0.387085403	0.870971532	0.302611105	0.000000000
11	128	0.387085403	0.870971532	0.302611105	0.000000000
12	128	0.387085403	0.870971532	0.302611105	0.000000000
13	128	0.387085403	0.870971532	0.302611105	0.000000000
14	128	0.387085403	0.870971532	0.302611105	0.000000000
15	128	0.387085403	0.870971532	0.302611105	0.000000000
0	128	0.401066956	0.866311015	0.297742376	0.000000000
1	128	0.401066956	0.866311015	0.297742376	0.000000000
2	128	0.401066956	0.866311015	0.297742376	0.000000000
3	128	0.401066956	0.866311015	0.297742376	0.000000000
4	128	0.401066956	0.866311015	0.297742376	0.000000000
5	128	0.401066956	0.866311015	0.297742376	0.000000000
6	128	0.401066956	0.866311015	0.297742376	0.000000000
7	128	0.401066956	0.866311015	0.297742376	0.000000000
8	128	0.401066956	0.866311015	0.297742376	0.000000000
9	128	0.401066956	0.866311015	0.297742376	0.000000000
10	128	0.401066956	0.866311015	0.297742376	0.000000000
11	128	0.401066956	0.866311015	0.297742376	0.000000000
12	128	0.401066956	0.866311015	0.297742376	0.000000000
13	128	0.401066956	0.866311015	0.297742376	0.000000000
14	128	0.401066956	0.866311015	0.297742376	0.000000000
15	128	0.401066956	0.866311015	0.297742376	0.000000000
0	128	0.414805030	0.861731657	0.292156361	0.000000000
1	128	0.414805030	0.861731657	0.292156361	0.000000000
2	128	0.414805030	0.861731657	0.292156361	0.000000000
3	128	0.414805030	0.861731657	0.292156361	0.000000000
4	128	0.414805030	0.861731657	0.292156361	0.000000000
5	128	0.414805030	0.861731657	0.292156361	0.000000000
6	128	0.414805030	0.861731657	0.292156361	0.000000000
7	128	0.414805030	0.861731657	0.292156361	0.000000000
8	128	0.414805030	0.861731657	0.292156361	0.000000000
9	128	0.414805030	0.861731657	0.292156361	0.000000000
10	128	0.414805030	0.861731657	0.292156361	0.000000000
11	128	0.414805030	0.861731657	0.292156361	0.000000000
12	128	0.414805030	0.861731657	0.292156361	0.000000000
13	128	0.414805030	0.861731657	0.292156361	0.000000000
14	128	0.414805030	0.861731657	0.292156361	0.000000000
15	128	0.414805030	0.861731657	0.292156361	0.000000000
0	128	0.428266528	0.857244491	0.285866515	0.000000000
1	128	0.428266528	0.857244491	0.285866515	0.000000000
2	128	0.428266528	0.857244491	0.285866515	0.000000000
3	128	0.428266528	0.857244491	0.285866515	0.000000000
4	128	0.428266528	0.857244491	0.285866515	0.000000000
5	128	0.428266528	0.857244491	0.285866515	0.000000000
6	128	0.428266528	0.857244491	0.285866515	0.000000000
7	128	0.428266528	0.857244491	0.285866515	0.000000000
8	128	0.428266528	0.857244491	0.285866515	0.000000000
9	128	0.428266528	0.857244491	0.285866515	0.000000000
10	128	0.428266528	0.857244491	0.285866515	0.000000000
11	128	0.428266528	0.857244491	0.285866515	0.000000000
12	128	0.428266528	0.857244491	0.285866515	0.000000000
13	128	0.428266528	0.857244491	0.285866515	0.000000000
14	128	0.428266528	0.857244491	0.285866515	0.000000000
15	128	0.428266528	0.857244491	0.285866515	0.000000000
0	128	0.441419021	0.852860326	0.278887991	0.000000000
1	128	0.441419021	0.852860326	0.278887991	0.000000000
2	128	0.441419021	0.852860326	0.278887991	0.000000000
3	128	0.441419021	0.852860326	0.278887991	0.000000000
4	128	0.441419021	0.852860326	0.278887991	0.000000000
5	128	0.441419021	0.852860326	0.278887991	0.000000000
6	128	0.441419021	0.852860326	0.278887991	0.000000000
7	128	0.441419021	0.852860326	0.278887991	0.000000000
8	128	0.441419021	0.852860326	0.278887991	0.000000000
9	128	0.441419021	0.852860326	0.278887991	0.000000000
10	128	0.441419021	0.852860326	0.278887991	0.000000000
11	128	0.441419021	0.852860326	0.278887991	0.000000000
12	128	0.441419021	0.852860326	0.278887991	0.000000000
13	128	0.441419021	0.852860326	0.278887991	0.000000000
14	128	0.441419021	0.852860326	0.278887991	0.000000000
15	128	0.441419021	0.852860326	0.278887991	0.000000000
0	128	0.454230823	0.848589726	0.271237602	0.000000000
1	128	0.454230823	0.848589726	0.271237602	0.000000000
2	128	0.454230823	0.848589726	0.271237602	0.000000000
3	128	0.454230823	0.848589726	0.271237602	0.000000000
4	128	0.454230823	0.848589726	0.271237602	0.000000000
5	128	0.454230823	0.848589726	0.271237602	0.000000000
6	128	0.454230823	0.848589726	0.271237602	0.000000000
7	128	0.454230823	0.848589726	0.271237602	0.000000000
8	128	0.454230823	0.848589726	0.271237602	0.000000000
9	128	0.454230823	0.848589726	0.271237602	0.000000000
10	128	0.454230823	0.848589726	0.271237602	0.000000000
11	128	0.454230823	0.848589726	0.271237602	0.000000000
12	128	0.454230823	0.848589726	0.271237602	0.000000000
13	128	0.454230823	0.848589726	0.271237602	0.000000000
14	128	0.454230823	0.848589726	0.271237602	0.000000000
15	128	0.454230823	0.848589726	0.271237602	0.000000000
0	128	0.466671070	0.844442977	0.262933778	0.000000000
1	128	0.466671070	0.844442977	0.262933778	0.000000000
2	128	0.466671070	0.844442977	0.262933778	0.000000000
3	128	0.466671070	0.844442977	0.262933778	0.000000000
4	128	0.466671070	0.844442977	0.262933778	0.000000000
5	128	0.466671070	0.844442977	0.262933778	0.000000000
6	128	0.466671070	0.844442977	0.262933778	0.000000000
7	128	0.466671070	0.844442977	0.262933778	0.000000000
8	128	0.466671070	0.844442977	0.262933778	0.000000000
9	128	0.466671070	0.844442977	0.262933778	0.000000000
10	128	0.466671070	0.844442977	0.262933778	0.000000000
11	128	0.466671070	0.844442977	0.262933778	0.000000000
12	128	0.466671070	0.844442977	0.262933778	0.000000000
13	128	0.466671070	0.844442977	0.262933778	0.000000000
14	128	0.466671070	0.844442977	0.262933778	0.000000000
15	128	0.466671070	0.844442977	0.262933778	0.000000000
0	128	0.478709791	0.840430070	0.253996523	0.000000000
1	128	0.478709791	0.840430070	0.253996523	0.000000000
2	128	0.478709791	0.840430070	0.253996523	0.000000000
3	128	0.478709791	0.840430070	0.253996523	0.000000000
4	128	0.478709791	0.840430070	0.253996523	0.000000000
5	128	0.478709791	0.840430070	0.253996523	0.000000000
6	128	0.478709791	0.840430070	0.253996523	0.000000000
7	128	0.478709791	0.840430070	0.253996523	0.000000000
8	128	0.478709791	0.840430070	0.253996523	0.000000000
9	128	0.478709791	0.840430070	0.253996523	0.000000000
10	128	0.478709791	0.840430070	0.253996523	0.000000000
11	128	0.478709791	0.840430070	0.253996523	0.000000000
12	128	0.478709791	0.840430070	0.253996523	0.000000000
13	128	0.478709791	0.840430070	0.253996523	0.000000000
14	128	0.478709791	0.840430070	0.253996523	0.000000000
15	128	0.478709791	0.840430070	0.253996523	0.000000000
0	128	0.490317985	0.836560672	0.244447369	0.000000000
1	128	0.490317985	0.836560672	0.244447369	0.000000000
2	128	0.490317985	0.836560672	0.244447369	0.000000000
3	128	0.490317985	0.836560672	0.244447369	0.000000000
4	128	0.490317985	0.836560672	0.244447369	0.000000000
5	128	0.490317985	0.836560672	0.244447369	0.000000000
6	128	0.490317985	0.836560672	0.244447369	0.000000000
7	128	0.490317985	0.836560672	0.244447369	0.000000000
8	128	0.490317985	0.836560672	0.244447369	0.000000000
9	128	0.490317985	0.836560672	0.244447369	0.000000000
10	128	0.490317985	0.836560672	0.244447369	0.000000000
11	128	0.490317985	0.836560672	0.244447369	0.000000000
12	128	0.490317985	0.836560672	0.244447369	0.000000000
13	128	0.490317985	0.836560672	0.244447369	0.000000000
14	128	0.490317985	0.836560672	0.244447369	0.000000000
15	128	0.490317985	0.836560672	0.244447369	0.000000000
0	128	0.501467686	0.832844105	0.234309319	0.000000000
1	128	0.501467686	0.832844105	0.234309319	0.000000000
2	128	0.501467686	0.832844105	0.234309319	0.000000000
3	128	0.501467686	0.832844105	0.234309319	0.000000000
4	128	0.501467686	0.832844105	0.234309319	0.000000000
5	128	0.501467686	0.832844105	0.234309319	0.000000000
6	128	0.501467686	0.832844105	0.234309319	0.000000000
7	128	0.501467686	0.832844105	0.234309319	0.000000000
8	128	0.501467686	0.832844105	0.234309319	0.000000000
9	128	0.501467686	0.832844105	0.234309319	0.000000000
10	128	0.501467686	0.832844105	0.234309319	0.000000000
11	128	0.501467686	0.832844105	0.234309319	0.000000000
12	128	0.501467686	0.832844105	0.234309319	0.000000000
13	128	0.501467686	0.832844105	0.234309319	0.000000000
14	128	0.501467686	0.832844105	0.234309319	0.000000000
15	128	0.501467686	0.832844105	0.234309319	0.000000000
0	128	0.512132034	0.829289322	0.223606798	0.000000000
1	128	0.512132034	0.829289322	0.223606798	0.000000000
2	128	0.512132034	0.829289322	0.223606798	0.000000000
3	128	0.512132034	0.829289322	0.223606798	0.000000000
4	128	0.512132034	0.829289322	0.223606798	0.000000000
5	128	0.512132034	0.829289322	0.223606798	0.000000000
6	128	0.512132034	0.829289322	0.223606798	0.000000000
7	128	0.512132034	0.829289322	0.223606798	0.000000000
8	128	0.512132034	0.829289322	0.223606798	0.000000000
9	128	0.512132034	0.829289322	0.223606798	0.000000000
10	128	0.512132034	0.829289322	0.223606798	0.000000000
11	128	0.512132034	0.829289322	0.223606798	0.000000000
12	128	0.512132034	0.829289322	0.223606798	0.000000000
13	128	0.512132034	0.829289322	0.223606798	0.000000000
14	128	0.512132034	0.829289322	0.223606798	0.000000000
15	128	0.512132034	0.829289322	0.223606798	0.000000000
0	128	0.522285338	0.825904887	0.212365588	0.000000000
1	128	0.522285338	0.825904887	0.212365588	0.000000000
2	128	0.522285338	0.825904887	0.212365588	0.000000000
3	128	0.522285338	0.825904887	0.212365588	0.000000000
4	128	0.522285338	0.825904887	0.212365588	0.000000000
5	128	0.522285338	0.825904887	0.212365588	0.000000000
6	128	0.522285338	0.825904887	0.212365588	0.000000000
7	128	0.522285338	0.825904887	0.212365588	0.000000000
8	128	0.522285338	0.825904887	0.212365588	0.000000000
9	128	0.522285338	0.825904887	0.212365588	0.000000000
10	128	0.522285338	0.825904887	0.212365588	0.000000000
11	128	0.522285338	0.825904887	0.212365588	0.000000000
12	128	0.522285338	0.825904887	0.212365588	0.000000000
13	128	0.522285338	0.825904887	0.212365588	0.000000000
14	128	0.522285338	0.825904887	0.212365588	0.000000000
15	128	0.522285338	0.825904887	0.212365588	0.000000000
0	128	0.531903136	0.822698955	0.200612771	0.000000000
1	128	0.531903136	0.822698955	0.200612771	0.000000000
2	128	0.531903136	0.822698955	0.200612771	0.000000000
3	128	0.531903136	0.822698955	0.200612771	0.000000000
4	128	0.531903136	0.822698955	0.200612771	0.000000000
5	128	0.531903136	0.822698955	0.200612771	0.000000000
6	128	0.531903136	0.822698955	0.200612771	0.000000000
7	128	0.531903136	0.822698955	0.200612771	0.000000000
8	128	0.531903136	0.822698955	0.200612771	0.000000000
9	128	0.531903136	0.822698955	0.200612771	0.000000000
10	128	0.531903136	0.822698955	0.200612771	0.000000000
11	128	0.531903136	0.822698955	0.200612771	0.000000000
12	128	0.531903136	0.822698955	0.200612771	0.000000000
13	128	0.531903136	0.822698955	0.200612771	0.000000000
14	128	0.531903136	0.822698955	0.200612771	0.000000000
15	128	0.531903136	0.822698955	0.200612771	0.000000000
0	128	0.540962259	0.819679247	0.188376660	0.000000000
1	128	0.540962259	0.819679247	0.188376660	0.000000000
2	128	0.540962259	0.819679247	0.188376660	0.000000000
3	128	0.540962259	0.819679247	0.188376660	0.000000000
4	128	0.540962259	0.819679247	0.188376660	0.000000000
5	128	0.540962259	0.819679247	0.188376660	0.000000000
6	128	0.540962259	0.819679247	0.188376660	0.000000000
7	128	0.540962259	0.819679247	0.188376660	0.000000000
8	128	0.540962259	0.819679247	0.188376660	0.000000000
9	128	0.540962259	0.819679247	0.188376660	0.000000000
10	128	0.540962259	0.819679247	0.188376660	0.000000000
11	128	0.540962259	0.819679247	0.188376660	0.000000000
12	128	0.540962259	0.819679247	0.188376660	0.000000000
13	128	0.540962259	0.819679247	0.188376660	0.000000000
14	128	0.540962259	0.819679247	0.188376660	0.000000000
15	128	0.540962259	0.819679247	0.188376660	0.000000000
0	128	0.549440884	0.816853039	0.175686734	0.000000000
1	128	0.549440884	0.816853039	0.175686734	0.000000000
2	128	0.549440884	0.816853039	0.175686734	0.000000000
3	128	0.549440884	0.816853039	0.175686734	0.000000000
4	128	0.549440884	0.816853039	0.175686734	0.000000000
5	128	0.549440884	0.816853039	0.175686734	0.000000000
6	128	0.549440884	0.816853039	0.175686734	0.000000000
7	128	0.549440884	0.816853039	0.175686734	0.000000000
8	128	0.549440884	0.816853039	0.175686734	0.000000000
9	128	0.549440884	0.816853039	0.175686734	0.000000000
10	128	0.549440884	0.816853039	0.175686734	0.000000000
11	128	0.549440884	0.816853039	0.175686734	0.000000000
12	128	0.549440884	0.816853039	0.175686734	0.000000000
13	128	0.549440884	0.816853039	0.175686734	0.000000000
14	128	0.549440884	0.816853039	0.175686734	0.000000000
15	128	0.549440884	0.816853039	0.175686734	0.000000000
0	128	0.557318583	0.814227139	0.162573562	0.000000000
1	128	0.557318583	0.814227139	0.162573562	0.000000000
2	128	0.557318583	0.814227139	0.162573562	0.000000000
3	128	0.557318583	0.814227139	0.162573562	0.000000000
4	128	0.557318583	0.814227139	0.162573562	0.000000000
5	128	0.557318583	0.814227139	0.162573562	0.000000000
6	128	0.557318583	0.814227139	0.162573562	0.000000000
7	128	0.557318583	0.814227139	0.162573562	0.000000000
8	128	0.557318583	0.814227139	0.162573562	0.000000000
9	128	0.557318583	0.814227139	0.162573562	0.000000000
10	128	0.557318583	0.814227139	0.162573562	0.000000000
11	128	0.557318583	0.814227139	0.162573562	0.000000000
12	128	0.557318583	0.814227139	0.162573562	0.000000000
13	128	0.557318583	0.814227139	0.162573562	0.000000000
14	128	0.557318583	0.814227139	0.162573562	0.000000000
15	128	0.557318583	0.814227139	0.162573562	0.000000000
0	128	0.564576379	0.811807874	0.149068737	0.000000000
1	128	0.564576379	0.811807874	0.149068737	0.000000000
2	128	0.564576379	0.811807874	0.149068737	0.000000000
3	128	0.564576379	0.811807874	0.149068737	0.000000000
4	128	0.564576379	0.811807874	0.149068737	0.000000000
5	128	0.564576379	0.811807874	0.149068737	0.000000000
6	128	0.564576379	0.811807874	0.149068737	0.000000000
7	128	0.564576379	0.811807874	0.149068737	0.000000000
8	128	0.564576379	0.811807874	0.149068737	0.000000000
9	128	0.564576379	0.811807874	0.149068737	0.000000000
10	128	0.564576379	0.811807874	0.149068737	0.000000000
11	128	0.564576379	0.811807874	0.149068737	0.000000000
12	128	0.564576379	0.811807874	0.149068737	0.000000000
13	128	0.564576379	0.811807874	0.149068737	0.000000000
14	128	0.564576379	0.811807874	0.149068737	0.000000000
15	128	0.564576379	0.811807874	0.149068737	0.000000000
0	128	0.571196788	0.809601071	0.135204792	0.000000000
1	128	0.571196788	0.809601071	0.135204792	0.000000000
2	128	0.571196788	0.809601071	0.135204792	0.000000000
3	128	0.571196788	0.809601071	0.135204792	0.000000000
4	128	0.571196788	0.809601071	0.135204792	0.000000000
5	128	0.571196788	0.809601071	0.135204792	0.000000000
6	128	0.571196788	0.809601071	0.135204792	0.000000000
7	128	0.571196788	0.809601071	0.135204792	0.000000000
8	128	0.571196788	0.809601071	0.135204792	0.000000000
9	128	0.571196788	0.809601071	0.135204792	0.000000000
10	128	0.571196788	0.809601071	0.135204792	0.000000000
11	128	0.571196788	0.809601071	0.135204792	0.000000000
12	128	0.571196788	0.809601071	0.135204792	0.000000000
13	128	0.571196788	0.809601071	0.135204792	0.000000000
14	128	0.571196788	0.809601071	0.135204792	0.000000000
15	128	0.571196788	0.809601071	0.135204792	0.000000000
0	128	0.577163860	0.807612047	0.121015127	0.000000000
1	128	0.577163860	0.807612047	0.121015127	0.000000000
2	128	0.577163860	0.807612047	0.121015127	0.000000000
3	128	0.577163860	0.807612047	0.121015127	0.000000000
4	128	0.577163860	0.807612047	0.121015127	0.000000000
5	128	0.577163860	0.807612047	0.121015127	0.000000000
6	128	0.577163860	0.807612047	0.121015127	0.000000000
7	128	0.577163860	0.807612047	0.121015127	0.000000000
8	128	0.577163860	0.807612047	0.121015127	0.000000000
9	128	0.577163860	0.807612047	0.121015127	0.000000000
10	128	0.577163860	0.807612047	0.121015127	0.000000000
11	128	0.577163860	0.807612047	0.121015127	0.000000000
12	128	0.577163860	0.807612047	0.121015127	0.000000000
13	128	0.577163860	0.807612047	0.121015127	0.000000000
14	128	0.577163860	0.807612047	0.121015127	0.000000000
15	128	0.577163860	0.807612047	0.121015127	0.000000000
0	128	0.582463220	0.805845593	0.106533926	0.000000000
1	128	0.582463220	0.805845593	0.106533926	0.000000000
2	128	0.582463220	0.805845593	0.106533926	0.000000000
3	128	0.582463220	0.805845593	0.106533926	0.000000000
4	128	0.582463220	0.805845593	0.106533926	0.000000000
5	128	0.582463220	0.805845593	0.106533926	0.000000000
6	128	0.582463220	0.805845593	0.106533926	0.000000000
7	128	0.582463220	0.805845593	0.106533926	0.000000000
8	128	0.582463220	0.805845593	0.106533926	0.000000000
9	128	0.582463220	0.805845593	0.106533926	0.000000000
10	128	0.582463220	0.805845593	0.106533926	0.000000000
11	128	0.582463220	0.805845593	0.106533926	0.000000000
12	128	0.582463220	0.805845593	0.106533926	0.000000000
13	128	0.582463220	0.805845593	0.106533926	0.000000000
14	128	0.582463220	0.805845593	0.106533926	0.000000000
15	128	0.582463220	0.805845593	0.106533926	0.000000000
0	128	0.587082101	0.804305966	0.091796075	0.000000000
1	128	0.587082101	0.804305966	0.091796075	0.000000000
2	128	0.587082101	0.804305966	0.091796075	0.000000000
3	128	0.587082101	0.804305966	0.091796075	0.000000000
4	128	0.587082101	0.804305966	0.091796075	0.000000000
5	128	0.587082101	0.804305966	0.091796075	0.000000000
6	128	0.587082101	0.804305966	0.091796075	0.000000000
7	128	0.587082101	0.804305966	0.091796075	0.000000000
8	128	0.587082101	0.804305966	0.091796075	0.000000000
9	128	0.587082101	0.804305966	0.091796075	0.000000000
10	128	0.587082101	0.804305966	0.091796075	0.000000000
11	128	0.587082101	0.804305966	0.091796075	0.000000000
12	128	0.587082101	0.804305966	0.091796075	0.000000000
13	128	0.587082101	0.804305966	0.091796075	0.000000000
14	128	0.587082101	0.804305966	0.091796075	0.000000000
15	128	0.587082101	0.804305966	0.091796075	0.000000000
0	128	0.591009376	0.802996875	0.076837079	0.000000000
1	128	0.591009376	0.802996875	0.076837079	0.000000000
2	128	0.591009376	0.802996875	0.076837079	0.000000000
3	128	0.591009376	0.802996875	0.076837079	0.000000000
4	128	0.591009376	0.802996875	0.076837079	0.000000000
5	128	0.591009376	0.802996875	0.076837079	0.000000000
6	128	0.591009376	0.802996875	0.076837079	0.000000000
7	128	0.591009376	0.802996875	0.076837079	0.000000000
8	128	0.591009376	0.802996875	0.076837079	0.000000000
9	128	0.591009376	0.802996875	0.076837079	0.000000000
10	128	0.591009376	0.802996875	0.076837079	0.000000000
11	128	0.591009376	0.802996875	0.076837079	0.000000000
12	128	0.591009376	0.802996875	0.076837079	0.000000000
13	128	0.591009376	0.802996875	0.076837079	0.000000000
14	128	0.591009376	0.802996875	0.076837079	0.000000000
15	128	0.591009376	0.802996875	0.076837079	0.000000000
0	128	0.594235584	0.801921472	0.061692977	0.000000000
1	128	0.594235584	0.801921472	0.061692977	0.000000000
2	128	0.594235584	0.801921472	0.061692977	0.000000000
3	128	0.594235584	0.801921472	0.061692977	0.000000000
4	128	0.594235584	0.801921472	0.061692977	0.000000000
5	128	0.594235584	0.801921472	0.061692977	0.000000000
6	128	0.594235584	0.801921472	0.061692977	0.000000000
7	128	0.594235584	0.801921472	0.061692977	0.000000000
8	128	0.594235584	0.801921472	0.061692977	0.000000000
9	128	0.594235584	0.801921472	0.061692977	0.000000000
10	128	0.594235584	0.801921472	0.061692977	0.000000000
11	128	0.594235584	0.801921472	0.061692977	0.000000000
12	128	0.594235584	0.801921472	0.061692977	0.000000000
13	128	0.594235584	0.801921472	0.061692977	0.000000000
14	128	0.594235584	0.801921472	0.061692977	0.000000000
15	128	0.594235584	0.801921472	0.061692977	0.000000000
0	128	0.596752953	0.801082349	0.046400250	0.000000000
1	128	0.596752953	0.801082349	0.046400250	0.000000000
2	128	0.596752953	0.801082349	0.046400250	0.000000000
